A,B,C,D,E,F,G
23,34,38,54,57,87,39
2,39,66,76,86,87,15
16,33,36,62,73,88,48
8,43,51,56,57,87,25
21,26,33,35,63,89,9
1,15,45,48,60,80,2
3,22,79,82,83,88,58
3,19,40,49,60,82,12
17,19,62,72,78,82,46
6,11,29,65,87,90,15
4,21,59,63,65,83,29
37,42,52,80,86,88,45
11,21,34,46,50,86,55
9,26,27,49,54,76,51
5,26,43,52,63,90,6
14,28,64,69,84,90,27
4,30,47,76,78,83,53
10,17,42,59,61,80,65
15,16,32,63,67,70,20
11,16,43,59,87,90,31
5,31,47,60,68,88,62
13,25,27,52,66,75,16
2,11,50,55,79,85,58
19,34,37,40,66,69,25
3,6,16,36,56,82,83
8,42,51,62,80,84,24
9,15,51,70,78,86,17
13,37,58,66,67,88,6
27,28,42,63,78,86,70
49,61,63,77,87,88,13
12,15,38,43,56,85,80
27,32,52,59,69,90,75
21,32,43,63,83,90,25
14,27,45,47,52,84,12
43,53,58,68,83,90,89
1,10,20,28,47,55,6
19,25,30,32,37,60,85
7,29,38,49,66,70,41
41,54,85,87,88,89,71
1,13,28,33,37,65,83
5,10,52,60,85,88,46
16,22,30,40,51,77,39
15,55,58,62,82,90,24
7,10,46,47,73,89,1
5,18,76,87,88,89,17
19,20,32,51,63,79,78
6,17,18,42,64,71,88
8,22,61,65,69,74,86
13,29,31,51,55,72,36
1,28,57,75,82,83,52
4,15,41,52,76,85,14
5,8,21,49,66,90,77
3,17,26,38,54,82,42
9,20,47,58,65,78,25
37,59,69,75,89,90,2
11,25,37,67,75,85,35
31,33,44,57,62,65,25
20,38,76,82,84,87,75
2,8,15,32,72,79,16
33,51,53,59,66,68,43
8,30,33,58,84,89,88
16,33,59,65,69,73,29
17,19,24,46,48,72,56
15,49,63,79,85,86,68
2,15,47,54,78,79,68
15,16,54,64,66,72,44
16,25,36,46,48,58,73
11,22,23,26,32,77,18
4,23,43,47,74,82,73
13,23,63,67,68,81,38
25,26,35,42,65,76,77
35,39,41,69,70,74,89
14,43,61,62,75,85,69
33,34,37,50,68,82,22
6,22,33,45,60,81,68
13,18,37,48,63,67,65
40,42,57,64,80,86,38
6,12,22,25,29,62,90
1,20,26,54,59,74,52
15,26,32,48,66,84,80
3,13,15,36,42,90,6
30,47,48,60,67,90,85
12,22,37,40,51,68,49
2,23,29,51,79,84,67
18,32,34,55,74,79,78
7,20,28,36,55,69,4
13,33,40,61,78,80,66
6,8,16,42,84,87,62
20,30,37,52,82,83,18
6,16,21,27,33,66,1
20,22,27,43,46,72,28
6,10,24,63,66,89,67
10,15,42,57,68,80,25
7,32,41,59,75,76,21
8,13,31,37,39,46,54
17,28,57,66,67,71,78
20,35,40,41,79,88,28
1,12,24,42,65,67,39
20,36,40,42,63,86,17
4,15,34,37,47,73,26
21,37,45,53,83,84,2
31,35,52,59,60,75,51
18,29,39,58,59,76,53
7,26,31,34,52,54,32
9,29,43,66,70,84,52
15,16,21,49,50,83,20
12,17,20,62,80,88,26
1,7,10,40,52,59,47
9,18,26,43,60,79,57
38,50,53,56,65,76,86
31,36,44,47,50,56,17
7,45,55,60,81,89,25
17,20,42,44,83,90,18
37,49,66,75,77,82,31
11,59,63,73,84,89,62
4,5,31,35,46,80,77
20,38,52,58,68,72,45
25,35,47,70,79,87,83
9,12,29,42,65,75,84
5,33,40,45,79,90,78
5,38,45,54,59,65,78
10,29,33,55,65,72,47
15,30,75,76,77,79,11
9,28,40,77,79,81,4
18,51,53,57,82,87,1
8,12,13,14,51,83,74
21,32,47,61,67,68,25
35,41,53,60,65,80,86
10,19,30,68,78,80,31
32,56,64,65,87,90,71
4,9,37,48,49,77,41
1,21,43,51,81,88,60
14,15,51,55,61,73,4
33,52,57,72,76,81,77
7,29,31,58,65,86,18
19,26,56,74,77,82,17
23,29,35,50,57,60,15
12,29,52,61,72,79,57
21,22,35,63,76,79,38
7,16,17,50,52,74,68
2,21,47,52,66,77,9
4,5,8,22,48,83,47
16,25,52,59,64,74,37
11,21,44,67,77,80,33
11,37,40,42,58,82,69
11,25,39,48,51,71,88
8,10,43,52,60,83,84
4,8,37,44,86,88,56
3,14,25,43,74,80,62
9,28,36,50,66,90,71
17,30,45,56,87,89,18
44,48,53,67,82,90,17
3,8,16,28,42,65,75
3,32,36,43,62,80,13
5,45,63,64,78,85,4
23,30,37,44,57,80,26
2,23,60,66,72,78,19
5,14,54,55,66,78,52
34,36,38,63,72,81,18
1,6,9,32,68,85,79
22,29,50,53,72,83,77
26,28,32,50,79,87,1
6,32,46,53,70,75,62
15,20,23,69,72,81,87
11,16,17,35,68,90,76
16,21,33,50,57,89,52
8,46,53,62,77,84,51
22,25,45,46,48,88,24
21,29,34,64,72,79,14
3,20,29,49,65,82,31
15,32,54,56,61,85,10
16,24,45,68,72,81,20
4,15,43,69,74,84,49
13,26,40,55,65,86,9
26,45,58,69,72,82,9
20,36,55,69,80,85,58
1,28,57,58,60,68,50
10,15,23,54,73,74,63
17,51,60,71,75,79,58
9,35,44,50,73,78,85
5,11,19,26,36,64,1
13,40,48,67,69,85,65
11,13,31,41,85,87,12
8,35,41,43,57,80,42
19,22,41,46,56,86,13
1,13,18,47,68,75,46
17,29,30,49,63,65,15
7,11,17,28,29,50,41
5,13,38,39,52,59,74
39,43,58,73,83,86,35
22,35,45,52,57,75,15
34,45,59,66,70,78,21
21,38,55,60,65,85,66
12,17,20,54,61,80,39
2,7,71,78,84,87,80
26,41,51,62,66,85,40
3,21,44,69,73,81,20
5,15,61,75,82,86,36
10,23,27,46,68,74,66
16,29,31,73,76,82,26
3,27,46,52,70,74,48
9,28,49,65,76,81,8
5,16,23,30,40,71,10
4,21,37,45,50,79,76
8,14,30,58,71,87,70
1,7,23,47,68,69,79
20,42,53,57,62,73,8
1,11,39,59,68,74,37
4,6,15,35,67,73,36
16,29,39,55,63,86,84
40,44,52,59,66,69,24
14,35,41,51,84,85,78
13,33,35,60,78,81,11
6,7,57,61,79,89,63
12,33,42,56,78,79,88
33,38,46,59,65,73,28
16,24,29,53,73,88,62
1,10,26,40,64,88,79
6,10,19,20,40,67,75
17,35,70,71,74,82,22
35,39,40,64,67,75,74
18,33,49,76,80,84,12
4,34,46,54,55,62,10
10,29,37,49,56,57,24
18,30,42,70,78,80,1
23,45,49,71,80,82,61
4,15,19,26,28,55,58
4,14,17,18,26,45,6
5,19,21,25,45,82,59
21,37,40,46,69,80,3
6,16,22,55,58,83,51
7,9,38,68,78,80,26
4,5,49,57,66,75,36
5,9,26,62,77,79,87
13,22,28,58,65,77,6
7,17,30,39,41,67,32
7,12,45,47,73,87,83
15,24,31,70,83,84,76
37,49,52,53,75,87,29
1,3,35,42,55,61,25
10,22,28,45,48,71,53
16,17,38,39,68,84,29
7,14,27,56,72,83,16
23,27,28,31,69,89,24
46,48,67,78,80,87,23
6,15,36,42,67,78,2
2,9,44,47,52,54,16
9,29,35,47,53,85,71
6,12,14,27,39,73,87
4,15,37,48,55,69,31
10,13,28,77,86,89,14
4,16,38,70,86,88,61
25,33,53,76,81,90,75
7,31,38,52,61,75,51
5,17,59,61,70,79,52
8,55,67,73,74,89,83
8,35,51,60,63,75,79
12,15,19,24,46,73,67
47,56,58,60,79,85,20
29,38,47,61,68,86,36
24,28,34,55,62,87,36
24,29,36,43,50,51,69
1,16,21,36,37,43,27
17,19,28,41,49,86,25
19,26,49,53,55,77,51
9,32,41,43,44,84,28
22,31,35,40,65,82,36
18,39,45,48,53,64,55
5,10,18,24,69,85,65
1,2,61,69,70,82,56
13,34,38,41,76,88,18
13,35,37,58,60,88,57
3,30,47,67,68,89,38
7,18,20,32,45,55,75
6,13,47,49,69,86,83
6,24,37,55,76,82,20
9,15,16,23,57,76,19
2,9,39,52,67,76,78
21,30,32,62,78,80,36
22,33,43,48,87,89,17
26,32,39,40,57,65,4
1,6,20,25,70,90,89
1,6,25,42,75,80,41
11,14,18,59,64,85,1
10,16,47,51,80,85,4
5,9,12,14,26,37,55
36,39,45,50,62,66,47
15,16,22,46,51,72,8
25,22,31,79,87,90,38
8,25,39,54,59,84,85
15,22,38,51,60,74,86
7,14,20,66,68,79,76
35,37,50,75,77,81,5
12,19,30,60,71,78,79
15,33,48,49,56,88,16
14,16,35,47,58,64,40
5,19,21,33,61,90,43
24,50,53,54,62,88,61
9,26,57,66,81,83,63
2,27,28,38,43,65,60
15,17,38,40,45,65,84
3,19,27,35,63,89,29
34,39,45,51,60,89,18
18,29,40,44,46,53,67
27,35,42,48,56,65,44
28,41,54,67,78,86,29
5,19,27,35,40,82,66
36,49,50,61,66,76,82
7,8,19,33,40,48,54
5,34,47,60,69,70,64
36,39,46,58,63,77,57
9,19,30,52,61,76,54
28,52,56,62,66,72,58
3,18,25,31,65,75,29
7,37,42,57,59,87,15
13,26,42,71,72,73,62
10,37,42,69,72,86,85
3,32,39,56,77,89,90
2,4,13,45,51,77,5
4,36,43,61,72,89,22
8,15,20,52,54,72,81
9,31,51,68,84,90,33
28,29,43,59,70,79,52
28,43,48,65,84,89,9
11,38,51,58,62,63,47
6,10,57,71,74,83,39
2,11,13,45,66,72,25
15,28,30,52,75,86,37
16,19,41,72,78,82,70
10,25,41,58,78,87,73
22,37,57,62,83,90,3
1,39,53,60,75,76,36
7,27,73,77,78,89,26
19,29,35,49,66,81,61
9,27,67,80,87,89,65
1,36,48,63,68,87,23
12,33,44,71,72,80,69
7,20,63,68,74,88,13
1,32,48,58,68,75,59
8,11,46,47,72,81,68
10,20,21,29,34,44,58
41,49,56,58,60,68,59
14,62,64,66,76,87,79
15,18,40,43,57,72,39
6,43,48,60,75,85,1
5,28,38,55,79,89,31
37,38,44,45,60,65,66
23,30,50,59,60,83,16
4,13,20,51,69,82,9
15,36,49,59,60,62,77
10,11,15,19,47,78,68
27,31,36,39,46,67,19
1,7,37,43,63,81,34
5,39,45,49,59,71,4
24,38,81,86,88,89,54
23,31,62,71,74,77,8
9,21,27,41,45,53,66
17,27,40,72,86,87,48
53,73,75,83,84,85,27
2,9,11,72,76,86,67
27,37,42,44,76,83,50
2,9,27,54,69,78,16
10,14,25,43,54,65,11
20,33,39,42,43,78,40
1,3,41,55,84,85,47
30,51,56,59,65,68,83
40,43,56,59,63,88,25
28,39,44,57,61,88,43
10,30,52,53,66,87,77
8,11,44,86,88,89,31
42,45,52,65,70,85,67
11,15,20,40,69,73,65
21,24,25,61,73,74,58
8,13,16,27,32,62,4
58,68,70,74,76,89,3
2,25,37,54,57,87,80
6,37,64,71,85,87,16
28,34,49,65,79,90,1
1,6,10,61,63,64,15
21,25,40,50,71,87,22
1,6,24,36,82,83,58
3,14,21,31,84,89,45
14,22,36,47,59,61,35
14,55,65,68,78,88,36
28,37,41,44,52,84,86
1,7,34,38,45,49,57
14,16,47,49,53,56,22
17,55,59,61,62,90,21
53,64,72,74,87,89,39
2,3,10,38,64,70,69
3,4,31,80,81,87,53
8,19,35,59,86,90,33
12,27,43,48,63,66,18
17,21,32,40,55,76,89
44,54,56,63,76,77,61
3,5,10,44,76,77,19
5,15,39,72,76,80,12
7,60,68,71,79,80,53
7,20,21,31,67,89,63
6,58,64,73,76,86,59
1,30,36,49,75,85,33
3,14,42,52,69,81,63
12,16,40,46,47,83,57
22,56,60,73,76,80,81
5,6,29,59,68,74,54
2,21,38,42,49,51,2
11,19,61,62,75,76,43
14,18,19,33,34,80,48
7,32,33,36,45,47,43
9,19,40,62,67,71,52
21,40,62,66,73,85,58
15,18,22,26,66,77,67
7,9,70,72,77,86,53
46,53,55,60,64,90,77
8,14,25,59,60,88,27
32,41,50,57,67,89,13
21,28,38,42,66,88,60
9,10,26,27,77,86,16
1,11,12,15,20,83,46
20,24,25,49,57,68,16
2,25,34,67,73,77,36
20,31,41,43,48,79,26
22,27,51,55,77,86,33
22,25,38,41,61,68,24
6,21,56,63,81,85,51
3,6,14,17,54,60,83
4,23,52,65,79,88,37
13,40,60,66,73,75,23
7,17,19,38,66,71,90
22,24,38,42,44,87,67
7,48,58,60,86,87,55
6,17,23,24,43,72,81
6,45,61,82,84,88,16
24,30,38,47,48,78,8
11,34,44,64,75,82,48
15,24,48,60,70,89,34
37,43,68,72,76,85,27
9,12,23,38,59,88,76
10,48,70,75,79,83,82
7,17,45,64,76,81,42
35,59,64,65,68,73,50
12,35,37,41,75,76,16
6,31,44,57,73,77,61
30,49,61,62,79,87,63
11,15,17,37,54,89,8
13,19,47,70,77,83,31
10,20,40,55,68,86,26
9,47,50,67,73,74,85
5,18,59,78,81,89,10
35,42,49,63,68,78,1
15,22,24,33,38,71,47
10,34,56,66,78,87,52
6,19,48,51,73,89,32
33,34,43,46,49,66,87
32,33,37,53,77,79,76
5,13,27,37,50,59,76
4,13,16,21,23,50,63
30,53,63,74,83,88,44
1,23,63,79,82,89,68
5,10,29,31,47,58,34
21,26,28,35,65,77,46
30,39,48,55,76,81,82
36,38,57,62,64,81,68
25,35,51,52,58,59,82
14,22,27,47,68,77,44
1,9,44,49,60,74,70
36,48,67,77,85,87,38
9,13,15,65,74,81,66
9,15,29,59,64,74,22
16,28,38,52,69,73,17
6,24,38,52,84,87,4
15,44,60,79,81,83,64
31,33,40,43,47,80,2
3,9,58,66,68,80,35
3,15,16,21,31,80,24
18,34,39,47,52,66,22
24,32,41,56,76,80,10
8,22,53,65,75,86,55
14,52,53,54,55,86,34
20,41,61,67,73,83,4
27,30,49,68,74,88,64
15,35,37,48,62,77,28
22,38,74,81,84,89,72
9,32,48,55,68,72,36
15,43,51,59,64,74,11
24,35,45,54,65,68,7
5,21,48,63,83,86,30
11,20,42,43,51,86,71
2,22,27,42,52,89,36
15,27,32,51,74,77,44
5,8,22,38,50,55,12
7,21,25,69,76,77,70
32,41,63,71,76,89,1
17,32,46,49,77,88,48
6,18,23,33,57,71,65
20,44,62,64,67,78,79
24,61,65,67,71,90,14
22,25,34,52,72,85,14
13,24,44,47,66,80,46
25,31,37,38,77,82,43
29,41,43,46,51,81,48
25,37,47,55,73,81,67
21,26,28,54,80,85,4
13,19,39,42,73,83,60
26,29,32,48,65,79,53
2,9,13,39,40,89,6
2,20,25,67,78,80,71
22,24,25,32,46,73,29
10,14,17,32,45,87,18
27,42,55,65,84,90,53
21,34,35,48,63,82,17
2,35,41,43,65,71,12
21,31,49,69,77,90,40
4,12,20,32,56,88,25
5,8,18,28,33,59,9
7,34,48,50,53,67,52
31,54,56,60,66,82,29
2,12,16,27,74,78,58
12,16,32,46,60,83,54
34,37,52,55,56,66,79
4,30,42,46,58,89,29
19,32,36,55,71,81,48
6,9,12,16,32,79,26
1,5,25,34,38,66,51
16,17,49,66,82,86,1
17,24,25,35,66,73,54
28,31,41,51,70,83,80
11,56,63,66,68,72,58
3,11,28,39,65,75,48
28,29,38,43,62,71,75
2,17,27,44,78,79,59
7,14,24,43,44,90,66
29,32,46,56,66,90,21
8,31,34,44,56,77,36
19,20,22,54,72,88,50
7,25,28,62,80,87,54
9,25,26,49,68,74,81
20,23,45,66,83,87,16
1,21,29,40,42,58,25
15,25,26,29,38,39,82
6,32,34,56,58,87,23
8,49,62,65,83,88,45
13,19,59,74,81,84,2
5,25,42,51,71,84,38
19,28,31,58,77,85,73
7,44,47,51,52,85,89
33,41,42,84,86,88,38
3,5,15,39,45,80,10
6,11,23,45,57,75,44
2,5,13,19,54,89,40
22,25,30,37,44,76,1
11,13,19,34,49,52,37
18,26,39,50,71,90,41
62,66,68,70,75,83,30
5,9,16,20,23,69,31
27,34,42,59,72,76,25
1,10,14,18,42,60,39
1,38,39,40,50,83,44
15,30,42,65,75,81,72
19,26,35,44,49,65,24
5,22,42,49,62,63,80
6,35,37,46,59,86,84
3,11,14,26,67,82,75
4,9,55,68,80,84,38
10,20,28,62,70,87,59
26,33,41,51,80,84,15
1,33,35,39,46,58,15
4,20,64,65,69,79,81
12,26,34,69,74,83,66
4,5,31,56,57,59,51
6,8,39,65,67,69,32
3,28,31,43,53,59,7
1,19,41,48,68,71,25
27,28,32,40,49,72,53
15,32,66,74,79,86,84
12,17,32,64,81,84,11
10,15,37,40,43,59,5
11,18,41,50,63,74,81
15,31,33,44,46,73,79
10,16,18,34,39,45,87
19,32,51,61,71,82,48
13,21,23,33,48,86,28
3,6,39,48,52,88,9
19,30,44,48,58,72,40
14,22,23,35,41,64,17
25,58,66,78,81,88,76
3,8,42,48,61,72,56
18,33,43,60,61,78,20
4,13,32,54,56,68,67
4,37,38,53,73,79,29
12,21,31,39,70,83,16
29,50,55,56,76,81,9
16,33,51,54,68,86,42
32,40,51,61,75,76,72
3,4,30,32,39,65,43
8,21,24,54,68,70,12
7,12,23,73,81,87,35
9,25,34,39,54,64,87
9,23,29,69,72,81,8
3,37,39,44,68,72,11
2,19,34,37,46,58,62
9,15,30,37,44,72,75
8,10,30,34,51,71,20
5,9,13,15,50,64,68
17,41,54,60,67,86,51
21,24,31,32,56,83,78
9,10,22,41,44,85,5
37,44,52,58,74,78,65
